county,year,incarceration_rate_per_100k,recidivism_rate_pct,unemployment_rate_pct,poverty_rate_pct,college_education_pct,police_per_1k,violent_crime_rate_per_100k
Baltimore,2010,508.9854500238913,43.65198817912634,6.438815708700489,4.73740044403229,58.539325587804484,2.488220679022591,632.478583385404
BALTIMORE,2011,601.0547712183345,40.67107652236322,6.226307403094829,6.1431999215875095,32.75862596518748,2.795975961328479,556.6289461726303
Baltimore,2012,588.1252241464522,45.08772710242612,7.013031310483697,4.6951335706399195,34.10895546324099,2.6510601897810635,660.2301907422135
BALTIMORE,2013,547.3230837222849,45.5780880678913,7.146747163535534,5.449525247418202,50.332267246655434,2.5209923755378525,552.7774579724173
Baltimore,2014,616.3196952885048,44.07547341008621,6.670529016301962,5.2474690322910975,25.49763766139564,2.55987415231075,726.4182656598446
Baltimore,2015,517.4394393769189,40.682351594618055,6.763105263411273,4.235970385024285,47.15749416393261,2.6355552437031355,946.914009488629
Baltimore,2016,491.61693582347857,41.31999060672201,6.3007787420839145,5.711221145537973,57.18935145052474,2.392182714579331,307.39373502760327
Baltimore,2017,608.6979060524844,44.76152777618608,6.7193120244100015,4.549507120074396,26.551982157600346,2.554463038120935,711.9271874747453
Baltimore,2018,541.7364694687567,41.867875131582714,6.425651326078896,4.628939561379625,39.75608053257298,2.494981468021849,871.6212540211264
Baltimore,2019,559.0622103534729,48.78749392420077,7.131714919869032,4.7565481088228605,29.731825833415282,2.590467316567917,844.187979105785
Baltimore,2020,498.16312882507924,34.457466234832125,6.519176304768431,5.365672679125991,54.125956909256786,2.8081738640057723,532.524914643742
Baltimore,2021,513.1116824449496,40.461547923046865,6.280405324603522,5.473740477859698,50.19434086888708,2.7013688721132763,712.9394568717983
BALTIMORE,2022,438.36816243778173,33.452143896525904,6.548699742797577,4.888178461164388,51.17010794383464,2.8634782184645133,396.75722341933675
Baltimore,2023,536.8989312092638,42.59471111100456,7.4952481677990015,5.254229051346198,45.87218338728364,2.5302966109806797,349.79435805203104
Baltimore,2024,501.04863650792146,37.515018241050285,6.5296279144515985,4.447962150472828,47.20850874510379,2.6406648414784226,597.4029842494846
Montgomery,2010,658.5651484968587,45.09432351187257,4.334522919573265,12.359554192863737,25.30972809794166,2.096472233126533,536.5538184465711
Montgomery,2011,637.3257492395642,49.38083066984512,5.2507864592363545,12.742627361438329,42.08374675885891,2.2935027218593182,374.9834934777546
MONTGOMERY,2012,676.4627831436302,46.80035607723623,4.530755287867771,12.180401177793282,34.73703411019676,2.091563907857868,925.9513957593672
Montgomery,2013,600.9803667823692,49.19310355724748,5.256083941086265,12.66236688664712,53.23479319256057,2.471581642122724,479.0927014897866
MONTGOMERY,2014,647.1605390738833,48.48934662981318,4.7549280871642985,12.536548679621266,35.28800550747817,2.372535083326815,343.2633333701942
Montgomery,2015,656.3693915986458,51.65923308483647,4.762222563976119,12.573835801107451,41.79199307672721,2.308632984212704,766.9430087550572
MONTGOMERY,2016,671.9721223259211,47.158001147127464,4.449277396612974,12.984640987366882,39.611955545367444,2.2481797488519115,549.2010207946573
Montgomery,2017,599.8530673450564,51.68922964816858,4.9597637598035185,12.664645213149488,54.303081433127275,2.082385738807623,512.4519843911087
MONTGOMERY,2018,595.9863700661755,46.57643072088173,4.415875921720976,12.951597673998727,52.73673593162,2.3388654904980513,402.4595768327087
Montgomery,2019,627.6458944429239,46.306669209932416,4.137630782585739,12.366541615509945,37.095331398415674,2.3879262431074673,434.6027594537397
MONTGOMERY,2020,563.9202230439764,42.88925796755709,3.6036426795622427,12.723710537833238,43.626142870793444,2.2653484508642423,437.26363773846384
MONTGOMERY,2021,623.9523922073402,46.722636206793595,4.3458993281556,12.119693836903021,42.51899186482282,2.328858300995764,275.4846088311465
Montgomery,2022,621.4353833471647,43.30096090771971,4.503140395379537,12.554280411685678,52.71658863519963,1.9837745401979916,454.8330631453572
MONTGOMERY,2023,671.495776426978,46.06702245213621,4.537168049217941,13.203175036317997,26.157878656902003,2.543779788961689,743.62913332751
Montgomery,2024,619.791246337285,45.27377830870202,4.831540254208806,12.669711082843467,44.41061623238221,2.2818481552688406,864.1464701887988
Prince George's,2010,389.66599879516406,40.298427808758134,6.015019419864282,9.983620334913054,47.70284116193476,3.274064439103226,725.9064027791425
Prince George's,2011,396.23796764006136,33.7729043429016,5.804031832817165,11.379918457941422,44.479428540480185,3.6093231354144217,715.3476966184378
Prince George's,2012,361.7602804249209,34.01158962326979,5.634508180970277,10.251990840003463,49.011657668314925,3.4466808431811313,694.3204506294434
Prince George's,2013,444.9440902169987,42.69587026457707,5.943978243204364,9.982155195141853,28.519063551885843,3.3131988496318723,768.6470333112674
Prince George's,2014,377.1069608319838,41.85103732509562,6.150601603730339,10.450459838598366,40.115415876138805,3.1181815692310026,690.1540660265059
Prince George's,2015,351.4534150444821,40.39675512129311,5.739804718368239,10.473191984486796,58.25929380368418,3.4925093205939346,808.2147535286331
Prince George's,2016,407.15211281871035,37.1440496013899,5.691602505810806,10.381238691372719,44.596190193811765,3.390800887964223,291.9433414074683
Prince George's,2017,469.3861617083233,35.51414164226897,5.713534256703228,10.912956393572282,34.75079778723725,3.2351123419108005,762.0344159344232
Prince George's,2018,407.88292550503195,40.78500155902457,5.620186104293292,9.728943329320414,34.54936942582953,3.3099796624307483,712.9193545753237
PRINCE GEORGE'S,2019,349.488847376159,37.81427971256951,5.491221746544702,11.334371959456572,52.17949351016331,3.5567568477095866,322.8143249337009
PRINCE GEORGE'S,2020,427.2984925127083,39.08312058273862,5.702702531289877,10.815566658380451,37.57431188880739,3.357669059127744,556.626366169761
Prince George's,2021,362.11093594698025,34.138747832334644,5.515674094702016,11.230093532717914,47.81719483619756,3.751335805569055,708.8281912069634
PRINCE GEORGE'S,2022,459.4354320246316,45.95253539877831,5.712162220507909,9.854258382253123,35.02979855118026,3.4937829987024087,872.8718241504773
PRINCE GEORGE'S,2023,381.7293968383137,34.65605471943657,5.452505279173386,10.611231881282349,57.402306376542796,3.4282464861241393,418.3601114363566
Prince George's,2024,446.1419052403475,39.93579967344251,5.881960176286884,10.777030854728508,28.140486290664317,3.257925314364261,378.87003706811146
Anne Arundel,2010,654.0740770381268,47.847077860017066,8.300950521562225,11.575199623748142,43.721917969286444,2.858019236994721,959.8511085069053
ANNE ARUNDEL,2011,647.0895254478015,49.27546222626642,7.8903113988265545,10.661119768570492,47.434282712807814,2.959066636004169,543.707678349955
Anne Arundel,2012,660.118289729631,48.450097861349256,8.033218936083209,9.577343248822407,47.53925345203512,2.5660440720918953,912.9127478004723
ANNE ARUNDEL,2013,598.9719319865208,52.956196574289706,8.323240555763133,10.538199099324991,37.908207954620934,2.998538337981075,622.5309920811786
Anne Arundel,2014,668.4924870720943,55.86328069275339,8.22546341712785,11.185321828170395,50.52351812986859,3.032116938610553,733.8008829156046
ANNE ARUNDEL,2015,634.6957026421298,52.139465771152835,7.684174501293292,11.99727783545989,47.90001760422399,2.780724857172838,949.6182189171254
ANNE ARUNDEL,2016,654.3469373868231,48.2665488012714,7.534038974332452,10.009763410853898,41.48396719988017,2.468634981281421,492.91305504032084
Anne Arundel,2017,618.9533418197724,47.37307661664979,7.476333533092325,10.131497643092812,30.074941529023654,2.557197298876091,892.5529096947444
ANNE ARUNDEL,2018,673.5281804941253,52.83695676621105,8.308430733974665,10.815643958675007,37.86989569036669,2.594189070814459,891.4944020535721
ANNE ARUNDEL,2019,605.4804970873073,50.19335197001763,8.369098786833547,10.945508104442323,56.64447786856869,2.7094181100874897,371.0019148450947
ANNE ARUNDEL,2020,661.5035934848519,48.54528551612385,7.840282688582422,10.73299277816852,40.18052157954283,2.6211574332985186,615.2221799529219
ANNE ARUNDEL,2021,604.0865010710534,54.8393289748313,8.337650394454599,10.460978625469119,42.246144330392454,2.9915140805304627,649.8151430617469
ANNE ARUNDEL,2022,670.8729351701427,56.528320967026886,7.997102342065326,10.649338496442725,31.962917483235376,2.823836104088813,722.4031051475097
Anne Arundel,2023,656.017214744282,54.476957646209584,8.085568606324104,11.220395215870804,43.565921410785165,2.714201469917194,695.2107474059817
Anne Arundel,2024,685.2516681642272,51.992509160748725,8.27495002454694,11.270261339566089,34.20391006576916,2.460682210685233,571.8883739843398
Howard,2010,505.51380450544934,32.75420473967447,4.755598620684566,5.881439772761427,32.43848517599356,1.8475981549651994,417.5922090297637
HOWARD,2011,510.9376191798365,36.00039153042173,4.3092646982918055,6.168784189056554,37.41162679397377,1.7599769636587959,370.4849902202051
HOWARD,2012,456.5626750514298,35.04299583911131,4.839082792205212,6.360470468631064,58.584454829173104,1.6488443051015305,489.54145733299873
HOWARD,2013,554.6821746017786,34.15171500236976,4.225249400515022,6.132690405960884,26.31613270908957,2.2890474221174197,332.11904544277513
Howard,2014,513.3382557894699,27.840225105082943,4.8660642896953945,6.634420449841111,30.927327327428294,2.0057553440391866,546.0599749853596
